Medicamento,Unidade,Acerto Geral,Contagem 4 semanas (Calc),Contagem 4 semanas (Gab),Contagem 4 semanas (Dif),Contagem 4 semanas (Status),Contagem 8 semanas (Calc),Contagem 8 semanas (Gab),Contagem 8 semanas (Dif),Contagem 8 semanas (Status),Contagem 12 semanas (Calc),Contagem 12 semanas (Gab),Contagem 12 semanas (Dif),Contagem 12 semanas (Status),Contagem 16 semanas (Calc),Contagem 16 semanas (Gab),Contagem 16 semanas (Dif),Contagem 16 semanas (Status),Contagem 26 semanas (Calc),Contagem 26 semanas (Gab),Contagem 26 semanas (Dif),Contagem 26 semanas (Status),Contagem 52 semanas (Calc),Contagem 52 semanas (Gab),Contagem 52 semanas (Dif),Contagem 52 semanas (Status),Contagem ano (Calc),Contagem ano (Gab),Contagem ano (Dif),Contagem ano (Status),Contagem total (Calc),Contagem total (Gab),Contagem total (Dif),Contagem total (Status),Máximo (Calc),Máximo (Gab),Máximo (Dif),Máximo (Status),Mediana 4 semanas (Calc),Mediana 4 semanas (Gab),Mediana 4 semanas (Dif),Mediana 4 semanas (Status),Mediana 8 semanas (Calc),Mediana 8 semanas (Gab),Mediana 8 semanas (Dif),Mediana 8 semanas (Status),Mediana 12 semanas (Calc),Mediana 12 semanas (Gab),Mediana 12 semanas (Dif),Mediana 12 semanas (Status),Mediana 16 semanas (Calc),Mediana 16 semanas (Gab),Mediana 16 semanas (Dif),Mediana 16 semanas (Status),Mediana 26 semanas (Calc),Mediana 26 semanas (Gab),Mediana 26 semanas (Dif),Mediana 26 semanas (Status),Mediana 52 semanas (Calc),Mediana 52 semanas (Gab),Mediana 52 semanas (Dif),Mediana 52 semanas (Status),Mediana ano (Calc),Mediana ano (Gab),Mediana ano (Dif),Mediana ano (Status),Mediana total (Calc),Mediana total (Gab),Mediana total (Dif),Mediana total (Status),Tipo método (Calc),Tipo método (Gab),Tipo método (Dif),Tipo método (Status),Método (Calc),Método (Gab),Método (Dif),Método (Status),MetEst (Calc),MetEst (Gab),MetEst (Dif),MetEst (Status),Reposição (Calc),Reposição (Gab),Reposição (Dif),Reposição (Status),Total Geral (Calc),Total Geral (Gab),Total Geral (Dif),Total Geral (Status)
"HIDRALAZINA 25MG, CLORIDRATO DE","ESF3",91.30,"0","0","","correto","1","1","","correto","1","1","","correto","2","2","","correto","3","3","","correto","6","6","","correto","3","3","","correto","6","6","","correto","120","120","","correto","0","0","","correto","60","60","","correto","60","60","","correto","90","90","","correto","120","120","","correto","120","120","","correto","120","120","","correto","120","120","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","12","12","","correto","120","120","","correto","120","0","120","incorreto","600","600","","correto",
"LEVOFLOXACINO 500 MG","ESF3",91.30,"1","1","","correto","4","4","","correto","7","7","","correto","8","8","","correto","13","13","","correto","29","29","","correto","9","9","","correto","29","29","","correto","70","70","","correto","10","10","","correto","15","15","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","20","20","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","20","20","","correto","80","80","","correto","80","0","80","incorreto","540","540","","correto",
"VARFARINA SODICA 5MG - MAREVAN","ESF3",86.96,"3","3","","correto","5","5","","correto","8","8","","correto","8","8","","correto","12","12","","correto","16","16","","correto","10","10","","correto","16","16","","correto","90","90","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","12","13","-1","incorreto","90","90","","correto","90","0","90","incorreto","630","630","","correto",
"CARBONATO DE CALCIO 1.250MG + VITAMINA D 400UI","ESF3",91.30,"0","0","","correto","2","2","","correto","4","4","","correto","6","6","","correto","9","9","","correto","11","11","","correto","7","7","","correto","11","11","","correto","60","60","","correto","0","0","","correto","25","25","","correto","38","38","","correto","38","38","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","8","8","","correto","60","60","","correto","60","0","60","incorreto","395","395","","correto",
"PENTOXIFILINA 400 MG","ESF3",86.96,"2","2","","correto","4","4","","correto","5","5","","correto","7","7","","correto","11","11","","correto","16","16","","correto","9","9","","correto","16","16","","correto","120","120","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","20","21","-1","incorreto","120","120","","correto","120","0","120","incorreto","1050","1050","","correto",
"METOPROLOL 25 MG","ESF3",86.96,"2","2","","correto","2","2","","correto","4","4","","correto","7","7","","correto","12","12","","correto","20","20","","correto","11","11","","correto","20","20","","correto","180","180","","correto","45","45","","correto","45","45","","correto","45","45","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","27","28","-1","incorreto","180","180","","correto","180","0","180","incorreto","1380","1380","","correto",
"ITRACONAZOL 100 MG","ESF3",95.65,"0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","2","2","","correto","0","0","","correto","2","2","","correto","120","120","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","120","120","","correto","120","120","","correto","0","0","","correto","120","120","","correto","3.INATIVOS","3.INATIVOS","","correto","0","0","","correto","0","0","","correto","0","0","","correto","240","240","","correto",
"AMOXICILINA 250 MG/5ML - 150 ML","ESF3",91.30,"1","1","","correto","3","3","","correto","7","7","","correto","8","8","","correto","11","11","","correto","21","21","","correto","10","10","","correto","21","21","","correto","4","4","","correto","1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","4","4","","correto","4","0","4","incorreto","42","42","","correto",
"GLICLAZIDA 30 MG","ESF3",91.30,"4","4","","correto","8","8","","correto","11","11","","correto","15","15","","correto","24","24","","correto","47","47","","correto","21","21","","correto","47","47","","correto","540","540","","correto","105","105","","correto","135","135","","correto","150","150","","correto","150","150","","correto","150","150","","correto","150","150","","correto","150","150","","correto","150","150","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","150","150","","correto","600","600","","correto","600","0","600","incorreto","7770","7770","","correto",
"DICLOFENACO 50 MG","ESF3",91.30,"2","2","","correto","4","4","","correto","6","6","","correto","8","8","","correto","14","14","","correto","27","27","","correto","11","11","","correto","27","27","","correto","100","100","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","40","40","","correto","160","160","","correto","160","0","160","incorreto","1200","1200","","correto",
"PARACETAMOL 500 MG - COMP","ESF3",91.30,"4","4","","correto","7","7","","correto","11","11","","correto","15","15","","correto","24","24","","correto","43","43","","correto","21","21","","correto","43","43","","correto","250","250","","correto","120","120","","correto","110","110","","correto","130","130","","correto","110","110","","correto","80","80","","correto","80","80","","correto","80","80","","correto","80","80","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","130","130","","correto","520","520","","correto","520","250","270","incorreto","3410","3410","","correto",
"TESTE RAPIDO DE GRAVIDEZ","ESF3",91.30,"2","2","","correto","5","5","","correto","8","8","","correto","10","10","","correto","13","13","","correto","24","24","","correto","12","12","","correto","24","24","","correto","4","4","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","4","4","","correto","4","0","4","incorreto","45","45","","correto",
"TRAMADOL 50MG/ML(TRAMAL)- AMP","ESF3",91.30,"0","0","","correto","2","2","","correto","5","5","","correto","8","8","","correto","13","13","","correto","22","22","","correto","10","10","","correto","22","22","","correto","3","3","","correto","0","0","","correto","2","2","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","3","3","","correto","3","0","3","incorreto","32","32","","correto",
"DEXAMETASONA 4 MG","ESF3",91.30,"2","2","","correto","4","4","","correto","6","6","","correto","8","8","","correto","14","14","","correto","27","27","","correto","12","12","","correto","27","27","","correto","80","80","","correto","40","40","","correto","45","45","","correto","35","35","","correto","35","35","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","45","45","","correto","180","180","","correto","180","0","180","incorreto","1000","1000","","correto",
"HIDROXIDO DE ALUMINIO 6.2% SUSP","ESF3",78.26,"2","2","","correto","5","5","","correto","9","9","","correto","10","10","","correto","15","15","","correto","25","25","","correto","13","13","","correto","25","25","","correto","7","7","","correto","5","5","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","1","5","-4","incorreto","7","20","-13","incorreto","7","6","1","incorreto","56","56","","correto",
"AMBROXOL XAROPE ADULTO","ESF3",91.30,"4","4","","correto","8","8","","correto","11","11","","correto","14","14","","correto","23","23","","correto","45","45","","correto","19","19","","correto","45","45","","correto","11","11","","correto","6","6","","correto","5","5","","correto","5","5","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","6","6","","correto","24","24","","correto","24","5","19","incorreto","161","161","","correto",
"CARBONATO DE LITIO 300 MG","ESF3",91.30,"3","3","","correto","5","5","","correto","6","6","","correto","10","10","","correto","16","16","","correto","26","26","","correto","13","13","","correto","26","26","","correto","240","240","","correto","60","60","","correto","60","60","","correto","75","75","","correto","75","75","","correto","90","90","","correto","90","90","","correto","90","90","","correto","90","90","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","90","90","","correto","360","360","","correto","360","0","360","incorreto","2470","2470","","correto",
"FLUCONAZOL 150 MG","ESF3",91.30,"3","3","","correto","5","5","","correto","7","7","","correto","9","9","","correto","13","13","","correto","24","24","","correto","11","11","","correto","24","24","","correto","42","42","","correto","2","2","","correto","2","2","","correto","4","4","","correto","5","5","","correto","5","5","","correto","4","4","","correto","5","5","","correto","4","4","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","3","3","","correto","42","42","","correto","42","1","41","incorreto","145","145","","correto",
"OXCARBAZEPINA 300 MG","ESF3",86.96,"1","1","","correto","2","2","","correto","2","2","","correto","3","3","","correto","7","7","","correto","12","12","","correto","6","6","","correto","12","12","","correto","300","300","","correto","120","120","","correto","210","210","","correto","210","210","","correto","180","180","","correto","180","180","","correto","180","180","","correto","180","180","","correto","180","180","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","39","42","-3","incorreto","300","300","","correto","300","60","240","incorreto","2040","2040","","correto",
"DIPIRONA SÓDICA GOTAS 500 MG / ML 10 ML","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","15","15","","correto","24","24","","correto","47","47","","correto","20","20","","correto","47","47","","correto","26","26","","correto","16","16","","correto","13","13","","correto","14","14","","correto","14","14","","correto","12","12","","correto","12","12","","correto","14","14","","correto","12","12","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","16","16","","correto","64","64","","correto","64","0","64","incorreto","599","599","","correto",
"AMBROXOL XAROPE INFANTIL","ESF3",91.30,"4","4","","correto","7","7","","correto","9","9","","correto","12","12","","correto","14","14","","correto","28","28","","correto","14","14","","correto","28","28","","correto","5","5","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","2","2","","correto","8","8","","correto","8","0","8","incorreto","58","58","","correto",
"NIMESULIDA GTS","ESF3",91.30,"0","0","","correto","0","0","","correto","2","2","","correto","5","5","","correto","6","6","","correto","17","17","","correto","5","5","","correto","17","17","","correto","4","4","","correto","0","0","","correto","0","0","","correto","2","2","","correto","1","1","","correto","2","2","","correto","2","2","","correto","1","1","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","4","4","","correto","4","0","4","incorreto","32","32","","correto",
"PERMETRINA 5% LOÇÃO","ESF3",91.30,"1","1","","correto","3","3","","correto","3","3","","correto","5","5","","correto","7","7","","correto","7","7","","correto","6","6","","correto","7","7","","correto","2","2","","correto","2","2","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","2","2","","correto","2","0","2","incorreto","9","9","","correto",
"CIPROFLOXACINO 500MG","ESF3",91.30,"2","2","","correto","6","6","","correto","10","10","","correto","14","14","","correto","20","20","","correto","42","42","","correto","17","17","","correto","42","42","","correto","126","126","","correto","21","21","","correto","35","35","","correto","42","42","","correto","42","42","","correto","22","22","","correto","30","30","","correto","28","28","","correto","30","30","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","42","42","","correto","168","168","","correto","168","8","160","incorreto","1455","1455","","correto",
"TIAMINA 300 MG - CP","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","15","15","","correto","24","24","","correto","42","42","","correto","20","20","","correto","42","42","","correto","240","240","","correto","75","75","","correto","60","60","","correto","90","90","","correto","90","90","","correto","90","90","","correto","75","75","","correto","90","90","","correto","75","75","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","90","90","","correto","360","360","","correto","360","0","360","incorreto","3540","3540","","correto",
"DIGOXINA 0.25 MG","ESF3",86.96,"1","1","","correto","4","4","","correto","6","6","","correto","8","8","","correto","13","13","","correto","24","24","","correto","12","12","","correto","24","24","","correto","100","100","","correto","60","60","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","21","22","-1","incorreto","100","100","","correto","100","0","100","incorreto","1100","1100","","correto",
"CLONAZEPAM 2,5 MG/ ML - GOTAS","ESF3",91.30,"3","3","","correto","7","7","","correto","11","11","","correto","15","15","","correto","23","23","","correto","43","43","","correto","19","19","","correto","43","43","","correto","13","13","","correto","9","9","","correto","6","6","","correto","6","6","","correto","6","6","","correto","6","6","","correto","4","4","","correto","6","6","","correto","4","4","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","9","9","","correto","36","36","","correto","36","4","32","incorreto","216","216","","correto",
"IBUPROFENO 100MG/ML -  GOTAS","ESF3",91.30,"4","4","","correto","6","6","","correto","10","10","","correto","12","12","","correto","19","19","","correto","36","36","","correto","16","16","","correto","36","36","","correto","23","23","","correto","5","5","","correto","4","4","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","5","5","","correto","20","20","","correto","20","2","18","incorreto","109","109","","correto",
"HALOPERIDOL,DECANOATO 70,52MG/ML","ESF3",86.96,"2","2","","correto","5","5","","correto","7","7","","correto","9","9","","correto","16","16","","correto","21","21","","correto","13","13","","correto","21","21","","correto","22","22","","correto","13","13","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","2","3","-1","incorreto","22","22","","correto","22","9","13","incorreto","125","125","","correto",
"SORO NASAL INFANTIL/ADULTO -30 ML","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","15","15","","correto","19","19","","correto","33","33","","correto","17","17","","correto","33","33","","correto","7","7","","correto","3","3","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","3","3","","correto","12","12","","correto","12","7","5","incorreto","75","75","","correto",
"ACIDO VALPROICO 250 MG","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","15","15","","correto","24","24","","correto","45","45","","correto","20","20","","correto","45","45","","correto","600","600","","correto","250","250","","correto","250","250","","correto","250","250","","correto","250","250","","correto","250","250","","correto","200","200","","correto","250","250","","correto","200","200","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","250","250","","correto","1000","1000","","correto","1000","300","700","incorreto","10450","10450","","correto",
"CARBAMAZEPINA 200 MG","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","49","49","","correto","22","22","","correto","49","49","","correto","680","680","","correto","310","310","","correto","395","395","","correto","405","405","","correto","405","405","","correto","410","410","","correto","360","360","","correto","410","410","","correto","360","360","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","410","410","","correto","1640","1640","","correto","1640","60","1580","incorreto","18460","18460","","correto",
"CEFTRIAXONA 1 G - PÓ P/ SOL. INJ EV","ESF3",78.26,"3","3","","correto","5","5","","correto","6","6","","correto","8","8","","correto","12","12","","correto","25","25","","correto","10","10","","correto","25","25","","correto","40","40","","correto","16","16","","correto","16","16","","correto","15","15","","correto","14","14","","correto","14","14","","correto","14","14","","correto","14","14","","correto","14","14","","correto","2.INTERMITENTES","1.ORDINÁRIOS","","incorreto","8","16","-8","incorreto","40","64","-24","incorreto","40","0","40","incorreto","391","391","","correto",
"INSULINA HUMANA NPH 100 UI/ML - FRASCO 10 ML","ESF3",91.30,"0","0","","correto","1","1","","correto","2","2","","correto","3","3","","correto","5","5","","correto","8","8","","correto","3","3","","correto","8","8","","correto","2","2","","correto","0","0","","correto","2","2","","correto","2","2","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","2","2","","correto","2","0","2","incorreto","11","11","","correto",
"PREDNISONA 5 MG - CP","ESF3",91.30,"1","1","","correto","3","3","","correto","4","4","","correto","5","5","","correto","8","8","","correto","14","14","","correto","7","7","","correto","14","14","","correto","80","80","","correto","10","10","","correto","40","40","","correto","25","25","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","40","40","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","11","11","","correto","80","80","","correto","80","0","80","incorreto","550","550","","correto",
"DIAZEPAM 10 MG","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","25","25","","correto","47","47","","correto","22","22","","correto","47","47","","correto","390","390","","correto","255","255","","correto","210","210","","correto","210","210","","correto","210","210","","correto","190","190","","correto","150","150","","correto","200","200","","correto","150","150","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","255","255","","correto","1020","1020","","correto","1020","160","860","incorreto","8260","8260","","correto",
"CLOMIPRAMINA, CLORIDRATO 25 MG","ESF3",91.30,"4","4","","correto","7","7","","correto","11","11","","correto","14","14","","correto","23","23","","correto","42","42","","correto","19","19","","correto","42","42","","correto","320","320","","correto","150","150","","correto","120","120","","correto","120","120","","correto","120","120","","correto","120","120","","correto","120","120","","correto","120","120","","correto","120","120","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","150","150","","correto","600","600","","correto","600","0","600","incorreto","6060","6060","","correto",
"ALOPURINOL  300MG","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","25","25","","correto","47","47","","correto","21","21","","correto","47","47","","correto","180","180","","correto","75","75","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","75","75","","correto","300","300","","correto","300","230","70","incorreto","2960","2960","","correto",
"DROPROPIZINA 1,5 MG/ML -XAROPE PEDIATRICO","ESF3",91.30,"2","2","","correto","2","2","","correto","3","3","","correto","3","3","","correto","3","3","","correto","5","5","","correto","3","3","","correto","5","5","","correto","2","2","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","2","2","","correto","2","0","2","incorreto","7","7","","correto",
"FOSFATO OSELTAMIVIR 45 MG - TAMIFLU","ESF3",91.30,"0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","10","10","","correto","0","0","","correto","0","0","","correto","0","0","","correto","10","10","","correto","10","10","","correto","10","10","","correto","10","10","","correto","10","10","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","10","10","","correto","10","0","10","incorreto","10","10","","correto",
"NISTATINA 100.000 SUSP FRASCO 60 ML","ESF3",91.30,"1","1","","correto","2","2","","correto","4","4","","correto","4","4","","correto","7","7","","correto","10","10","","correto","7","7","","correto","10","10","","correto","3","3","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","3","3","","correto","3","0","3","incorreto","16","16","","correto",
"ACICLOVIR 5 % CREME 10 G","ESF3",91.30,"1","1","","correto","3","3","","correto","4","4","","correto","5","5","","correto","5","5","","correto","16","16","","correto","5","5","","correto","16","16","","correto","6","6","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","6","6","","correto","6","2","4","incorreto","51","51","","correto",
"NIMESULIDA 100 MG  CP","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","49","49","","correto","22","22","","correto","49","49","","correto","300","300","","correto","240","240","","correto","228","228","","correto","234","234","","correto","228","228","","correto","198","198","","correto","192","192","","correto","204","204","","correto","192","192","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","240","240","","correto","960","960","","correto","960","300","660","incorreto","9252","9252","","correto",
"LEVODOPA + BENSERAZIDA 200/50MG - PROLOPA","ESF3",86.96,"3","3","","correto","6","6","","correto","8","8","","correto","10","10","","correto","13","13","","correto","24","24","","correto","12","12","","correto","24","24","","correto","180","180","","correto","90","90","","correto","90","90","","correto","90","90","","correto","90","90","","correto","90","90","","correto","90","90","","correto","90","90","","correto","90","90","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","45","48","-3","incorreto","180","180","","correto","180","30","150","incorreto","2340","2340","","correto",
"NEOMICINA + BACITRACINA POMADA","ESF3",91.30,"3","3","","correto","6","6","","correto","10","10","","correto","12","12","","correto","20","20","","correto","35","35","","correto","17","17","","correto","35","35","","correto","12","12","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","5","5","","correto","20","20","","correto","20","0","20","incorreto","174","174","","correto",
"ONDANSETRONA 4 MG","ESF3",91.30,"4","4","","correto","5","5","","correto","7","7","","correto","10","10","","correto","10","10","","correto","21","21","","correto","10","10","","correto","21","21","","correto","70","70","","correto","25","25","","correto","30","30","","correto","40","40","","correto","25","25","","correto","25","25","","correto","20","20","","correto","25","25","","correto","20","20","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","11","11","","correto","70","70","","correto","70","0","70","incorreto","550","550","","correto",
"VALPROATO DE SÓDIO 50 MG/ML - XPE","ESF3",91.30,"1","1","","correto","3","3","","correto","4","4","","correto","5","5","","correto","9","9","","correto","18","18","","correto","9","9","","correto","18","18","","correto","12","12","","correto","4","4","","correto","4","4","","correto","6","6","","correto","5","5","","correto","8","8","","correto","8","8","","correto","8","8","","correto","8","8","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","2","2","","correto","12","12","","correto","12","0","12","incorreto","119","119","","correto",
"CEFALEXINA 500 MG","ESF3",91.30,"4","4","","correto","8","8","","correto","11","11","","correto","15","15","","correto","21","21","","correto","42","42","","correto","20","20","","correto","42","42","","correto","230","230","","correto","50","50","","correto","100","100","","correto","90","90","","correto","112","112","","correto","70","70","","correto","70","70","","correto","80","80","","correto","70","70","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","112","112","","correto","448","448","","correto","448","0","448","incorreto","3714","3714","","correto",
"LEVODOPA + BENSERAZIDA 100/25MG - PROLOPA BD","ESF3",91.30,"1","1","","correto","2","2","","correto","2","2","","correto","3","3","","correto","3","3","","correto","4","4","","correto","3","3","","correto","4","4","","correto","90","90","","correto","90","90","","correto","75","75","","correto","75","75","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","60","60","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","5","5","","correto","90","90","","correto","90","30","60","incorreto","240","240","","correto",
"BUSCOPAM SIMPLES GOTAS","ESF3",91.30,"0","0","","correto","2","2","","correto","4","4","","correto","7","7","","correto","11","11","","correto","16","16","","correto","9","9","","correto","16","16","","correto","1","1","","correto","0","0","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","1","1","","correto","1","0","1","incorreto","16","16","","correto",
"NORETISTERONA + ESTRADIOL 50 + 5 MG/ML  (MESIGYNA) INJETAVEL","ESF3",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","49","49","","correto","22","22","","correto","49","49","","correto","8","8","","correto","6","6","","correto","5","5","","correto","5","5","","correto","5","5","","correto","4","4","","correto","4","4","","correto","5","5","","correto","4","4","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","6","6","","correto","24","24","","correto","24","0","24","incorreto","200","200","","correto",
"DIAZEPAM 10 MG/ 2ML - AMP","ESF3",95.65,"0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","0","0","","correto","1","1","","correto","2","2","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","2","2","","correto","0","0","","correto","2","2","","correto","3.INATIVOS","3.INATIVOS","","correto","0","0","","correto","0","0","","correto","0","0","","correto","2","2","","correto",
"ESTRIOL 1MG/G - CR VAGINAL 50 GR","ESF3",91.30,"1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","3","3","","correto","4","4","","correto","2","2","","correto","4","4","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","2","2","","correto","2","0","2","incorreto","6","6","","correto",
"AMOXICILINA + CLAVULANATO SUSP 250 MG/5 ML","ESF3",91.30,"4","4","","correto","6","6","","correto","6","6","","correto","8","8","","correto","12","12","","correto","24","24","","correto","11","11","","correto","24","24","","correto","8","8","","correto","4","4","","correto","3","3","","correto","3","3","","correto","3","3","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","8","8","","correto","8","0","8","incorreto","60","60","","correto",
"HALOPERIDOL 5MG","ESF3",91.30,"3","3","","correto","7","7","","correto","10","10","","correto","12","12","","correto","19","19","","correto","37","37","","correto","15","15","","correto","37","37","","correto","260","260","","correto","60","60","","correto","60","60","","correto","80","80","","correto","100","100","","correto","100","100","","correto","60","60","","correto","100","100","","correto","60","60","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","100","100","","correto","400","400","","correto","400","40","360","incorreto","3770","3770","","correto",
